city,year,population
Gruver,2013,1170
Gruver,2014,1170
Gruver,2015,1192
Gruver,2016,1177
Gruver,2017,1157
Gruver,2018,1152
Gruver,2019,1135
Gun Barrel City,2010,5682
Gun Barrel City,2011,5723
Gun Barrel City,2012,5752
Gun Barrel City,2013,5892
Gun Barrel City,2014,5960
Gun Barrel City,2015,5980
Gun Barrel City,2016,6016
Gun Barrel City,2017,6080
Gun Barrel City,2018,6162
Gun Barrel City,2019,6208
Gunter,2010,1506
Gunter,2011,1510
Gunter,2012,1477
Gunter,2013,1374
Gunter,2014,1376
Gunter,2015,1397
Gunter,2016,1421
Gunter,2017,1459
Gunter,2018,1584
Gunter,2019,1675
Gustine,2010,475
Gustine,2011,474
Gustine,2012,468
Gustine,2013,464
Gustine,2014,459
Gustine,2015,457
Gustine,2016,461
Gustine,2017,462
Gustine,2018,465
Gustine,2019,468
Hackberry,2010,999
Hackberry,2011,1015
Hackberry,2012,1027
Hackberry,2013,1033
Hackberry,2014,1049
Hackberry,2015,1057
Hackberry,2016,1065
Hackberry,2017,1068
Hackberry,2018,1073
Hackberry,2019,1077
Hale Center,2010,2256
Hale Center,2011,2261
Hale Center,2012,2250
Hale Center,2013,2210
Hale Center,2014,2106
Hale Center,2015,2091
Hale Center,2016,2103
Hale Center,2017,2088
Hale Center,2018,2069
Hale Center,2019,2054
Hallettsville,2010,2562
Hallettsville,2011,2575
Hallettsville,2012,2602
Hallettsville,2013,2605
Hallettsville,2014,2602
Hallettsville,2015,2615
Hallettsville,2016,2607
Hallettsville,2017,2635
Hallettsville,2018,2634
Hallettsville,2019,2637
Hallsburg,2010,436
Hallsburg,2011,439
Hallsburg,2012,441
Hallsburg,2013,444
Hallsburg,2014,448
Hallsburg,2015,451
Hallsburg,2016,458
Hallsburg,2017,460
Hallsburg,2018,466
Hallsburg,2019,468
Hallsville,2010,3599
Hallsville,2011,3772
Hallsville,2012,3830
Hallsville,2013,3824
Hallsville,2014,3890
Hallsville,2015,4039
Hallsville,2016,4120
Hallsville,2017,4204
Hallsville,2018,4280
Hallsville,2019,4296
Haltom City,2010,42441
Haltom City,2011,42843
Haltom City,2012,43328
Haltom City,2013,43579
Haltom City,2014,43849
Haltom City,2015,44155
Haltom City,2016,44446
Haltom City,2017,44451
Haltom City,2018,44227
Haltom City,2019,43874
Hamilton,2010,3080
Hamilton,2011,3050
Hamilton,2012,2990
Hamilton,2013,2983
Hamilton,2014,2944
Hamilton,2015,2903
Hamilton,2016,2965
Hamilton,2017,3012
Hamilton,2018,3026
Hamilton,2019,3012
Hamlin,2010,2128
Hamlin,2011,2109
Hamlin,2012,2058
Hamlin,2013,2053
Hamlin,2014,2019
Hamlin,2015,2027
Hamlin,2016,2028
Hamlin,2017,2005
Hamlin,2018,1998
Hamlin,2019,2021
Happy,2010,684
Happy,2011,676
Happy,2012,683
Happy,2013,673
Happy,2014,665
Happy,2015,660
Happy,2016,659
Happy,2017,662
Happy,2018,667
Happy,2019,668
Hardin,2010,837
Hardin,2011,837
Hardin,2012,844
Hardin,2013,846
Hardin,2014,857
Hardin,2015,867
Hardin,2016,888
Hardin,2017,904
Hardin,2018,922
Hardin,2019,935
Harker Heights,2010,26973
Harker Heights,2011,27311
Harker Heights,2012,27916
Harker Heights,2013,28353
Harker Heights,2014,28699
Harker Heights,2015,29358
Harker Heights,2016,30016
Harker Heights,2017,30912
Harker Heights,2018,31644
Harker Heights,2019,32421
Harlingen,2010,65102
Harlingen,2011,65638
Harlingen,2012,65786
Harlingen,2013,65674
Harlingen,2014,65510
Harlingen,2015,65208
Harlingen,2016,65229
Harlingen,2017,65153
Harlingen,2018,64996
Harlingen,2019,65022
Hart,2010,1123
Hart,2011,1117
Hart,2012,1130
Hart,2013,1110
Hart,2014,1082
Hart,2015,1061
Hart,2016,1056
Hart,2017,1045
Hart,2018,1030
Hart,2019,1020
Haskell,2010,3307
Haskell,2011,3347
Haskell,2012,3300
Haskell,2013,3298
Haskell,2014,3244
Haskell,2015,3246
Haskell,2016,3212
Haskell,2017,3182
Haskell,2018,3178
Haskell,2019,3153
Haslet,2010,1527
Haslet,2011,1546
Haslet,2012,1573
Haslet,2013,1646
Haslet,2014,1724
Haslet,2015,1793
Haslet,2016,1831
Haslet,2017,1844
Haslet,2018,1852
Haslet,2019,1923
Hawk Cove,2010,489
Hawk Cove,2011,491
Hawk Cove,2012,493
Hawk Cove,2013,495
Hawk Cove,2014,501
Hawk Cove,2015,507
Hawk Cove,2016,521
Hawk Cove,2017,531
Hawk Cove,2018,548
Hawk Cove,2019,557
Hawkins,2010,1264
Hawkins,2011,1265
Hawkins,2012,1261
Hawkins,2013,1258
Hawkins,2014,1261
Hawkins,2015,1270
Hawkins,2016,1281
Hawkins,2017,1293
Hawkins,2018,1312
Hawkins,2019,1321
Hawley,2010,630
Hawley,2011,625
Hawley,2012,615
Hawley,2013,614
Hawley,2014,608
Hawley,2015,614
Hawley,2016,614
Hawley,2017,613
Hawley,2018,615
Hawley,2019,623
Hays,2010,217
Hays,2011,219
Hays,2012,220
Hays,2013,224
Hays,2014,227
Hays,2015,237
Hays,2016,245
Hays,2017,252
Hays,2018,262
Hays,2019,269
Hearne,2010,4436
Hearne,2011,4462
Hearne,2012,4405
Hearne,2013,4391
Hearne,2014,4382
Hearne,2015,4440
Hearne,2016,4451
Hearne,2017,4505
Hearne,2018,4440
Hearne,2019,4354
Heath,2010,7339
Heath,2011,7440
Heath,2012,7595
Heath,2013,7695
Heath,2014,7925
Heath,2015,8138
Heath,2016,8374
Heath,2017,8753
Heath,2018,8969
Heath,2019,9331
Hebron,2010,185
Hebron,2011,196
Hebron,2012,208
Hebron,2013,209
Hebron,2014,210
Hebron,2015,211
Hebron,2016,212
Hebron,2017,212
Hebron,2018,213
Hebron,2019,215
Hedley,2010,330
Hedley,2011,325
Hedley,2012,320
Hedley,2013,314
Hedley,2014,307
Hedley,2015,303
Hedley,2016,304
Hedley,2017,296
Hedley,2018,292
Hedley,2019,289
Hedwig Village,2010,2551
Hedwig Village,2011,2576
Hedwig Village,2012,2613
Hedwig Village,2013,2626
Hedwig Village,2014,2661
Hedwig Village,2015,2686
Hedwig Village,2016,2676
Hedwig Village,2017,2675
Hedwig Village,2018,2657
Hedwig Village,2019,2634
Helotes,2010,7366
Helotes,2011,7630
Helotes,2012,7875
Helotes,2013,8091
Helotes,2014,8352
Helotes,2015,8565
Helotes,2016,8745
Helotes,2017,9128
Helotes,2018,9508
Helotes,2019,9961
Hemphill,2010,1257
Hemphill,2011,1240
Hemphill,2012,1214
Hemphill,2013,1199
Hemphill,2014,1215
Hemphill,2015,1226
Hemphill,2016,1203
Hemphill,2017,1232
Hemphill,2018,1250
Hemphill,2019,1244
Hempstead,2010,5815
Hempstead,2011,5968
Hempstead,2012,6064
Hempstead,2013,6307
Hempstead,2014,6641
Hempstead,2015,7063
Hempstead,2016,7397
Hempstead,2017,7627
Hempstead,2018,8014
Hempstead,2019,8355
Henderson,2010,13717
Henderson,2011,13737
Henderson,2012,13737
Henderson,2013,13584
Henderson,2014,13472
Henderson,2015,13331
Henderson,2016,13300
Henderson,2017,13219
Henderson,2018,13169
Henderson,2019,13154
Henrietta,2010,3138
Henrietta,2011,3112
Henrietta,2012,3063
Henrietta,2013,3035
Henrietta,2014,3000
Henrietta,2015,2986
Henrietta,2016,2949
Henrietta,2017,3073
Henrietta,2018,3051
Henrietta,2019,3118
Hereford,2010,15438
Hereford,2011,15474
Hereford,2012,15346
Hereford,2013,15183
Hereford,2014,15133
Hereford,2015,14889
Hereford,2016,14899
Hereford,2017,14813
Hereford,2018,14766
Hereford,2019,14622
Hewitt,2010,13613
Hewitt,2011,13761
Hewitt,2012,13858
Hewitt,2013,13984
Hewitt,2014,14109
Hewitt,2015,14172
Hewitt,2016,14261
Hewitt,2017,14350
Hewitt,2018,14840
Hewitt,2019,14937
Hickory Creek,2010,3435
Hickory Creek,2011,3529
Hickory Creek,2012,3603
Hickory Creek,2013,4132
Hickory Creek,2014,4171
Hickory Creek,2015,4308
Hickory Creek,2016,4411
Hickory Creek,2017,4594
Hickory Creek,2018,4733
Hickory Creek,2019,4795
Hico,2010,1380
Hico,2011,1367
Hico,2012,1346
Hico,2013,1347
Hico,2014,1335
Hico,2015,1329
Hico,2016,1353
Hico,2017,1386
Hico,2018,1405
Hico,2019,1413
Hidalgo,2010,12603
Hidalgo,2011,12852
Hidalgo,2012,13064
Hidalgo,2013,13241
Hidalgo,2014,13427
Hidalgo,2015,13598
Hidalgo,2016,13739
Hidalgo,2017,13854
Hidalgo,2018,14014
Hidalgo,2019,14183
Hideaway,2010,2944
Hideaway,2011,2974
Hideaway,2012,2995
Hideaway,2013,3017
Hideaway,2014,3033
Hideaway,2015,3069
Hideaway,2016,3111
Hideaway,2017,3130
Hideaway,2018,3142
Hideaway,2019,3174
Higgins,2010,394
Higgins,2011,401
Higgins,2012,415
Higgins,2013,421
Higgins,2014,429
Higgins,2015,428
Higgins,2016,421
Higgins,2017,407
Higgins,2018,404
Higgins,2019,391
Highland Haven,2010,432
Highland Haven,2011,435
Highland Haven,2012,433
Highland Haven,2013,430
Highland Haven,2014,433
Highland Haven,2015,438
Highland Haven,2016,444
Highland Haven,2017,446
Highland Haven,2018,444
Highland Haven,2019,443
Highland Park,2010,8574
Highland Park,2011,8680
Highland Park,2012,8817
Highland Park,2013,8869
Highland Park,2014,8939
Highland Park,2015,9182
Highland Park,2016,9186
Highland Park,2017,9206
Highland Park,2018,9145
Highland Park,2019,9083
Highland Village,2010,15142
Highland Village,2011,15396
Highland Village,2012,15605
Highland Village,2013,15719
Highland Village,2014,15970
Highland Village,2015,16090
Highland Village,2016,16614
Highland Village,2017,16667
Highland Village,2018,16599
Highland Village,2019,16668
Hill Country Village,2010,1002
Hill Country Village,2011,1013
Hill Country Village,2012,1027
Hill Country Village,2013,1036
Hill Country Village,2014,1056
Hill Country Village,2015,1069
Hill Country Village,2016,1086
Hill Country Village,2017,1095
Hill Country Village,2018,1108
Hill Country Village,2019,1114
Hillcrest village,2010,730
Hillcrest village,2011,727
Hillcrest village,2012,727
Hillcrest village,2013,725
Hillcrest village,2014,727
Hillcrest village,2015,725
Hillcrest village,2016,722
Hillcrest village,2017,721
Hillcrest village,2018,719
Hillcrest village,2019,712
Hillsboro,2010,8444
Hillsboro,2011,8393
Hillsboro,2012,8393
Hillsboro,2013,8327
Hillsboro,2014,8259
Hillsboro,2015,8247
Hillsboro,2016,8273
Hillsboro,2017,8359
Hillsboro,2018,8408
Hillsboro,2019,8476
Hilshire Village,2010,747
Hilshire Village,2011,756
Hilshire Village,2012,769
Hilshire Village,2013,776
Hilshire Village,2014,794
Hilshire Village,2015,807
Hilshire Village,2016,812
Hilshire Village,2017,817
Hilshire Village,2018,816
Hilshire Village,2019,808
Hitchcock,2010,7003
Hitchcock,2011,7038
Hitchcock,2012,7200
Hitchcock,2013,7315
Hitchcock,2014,7432
Hitchcock,2015,7600
Hitchcock,2016,7805
Hitchcock,2017,7861
Hitchcock,2018,7871
Hitchcock,2019,7914
Holiday Lakes,2010,1134
Holiday Lakes,2011,1148
Holiday Lakes,2012,1166
Holiday Lakes,2013,1178
Holiday Lakes,2014,1194
Holiday Lakes,2015,1199
Holiday Lakes,2016,1201
Holiday Lakes,2017,1220
Holiday Lakes,2018,1245
Holiday Lakes,2019,1250
Holland,2010,1120
Holland,2011,1114
Holland,2012,1125
Holland,2013,1117
Holland,2014,1115
Holland,2015,1121
Holland,2016,1129
Holland,2017,1140
Holland,2018,1160
Holland,2019,1171
Holliday,2010,1774
Holliday,2011,1729
Holliday,2012,1730
Holliday,2013,1726
Holliday,2014,1729
Holliday,2015,1714
Holliday,2016,1718
Holliday,2017,1714
Holliday,2018,1693
Holliday,2019,1670
Hollywood Park,2010,3103
Hollywood Park,2011,3142
Hollywood Park,2012,3179
Hollywood Park,2013,3210
Hollywood Park,2014,3256
Hollywood Park,2015,3288
Hollywood Park,2016,3324
Hollywood Park,2017,3338
Hollywood Park,2018,3340
Hollywood Park,2019,3342
Hondo,2010,8828
Hondo,2011,8855
Hondo,2012,8890
Hondo,2013,8933
Hondo,2014,8995
Hondo,2015,9067
Hondo,2016,9191
Hondo,2017,9268
Hondo,2018,9356
Hondo,2019,9436
Honey Grove,2010,1668
Honey Grove,2011,1675
Honey Grove,2012,1654
Honey Grove,2013,1646
Honey Grove,2014,1656
Honey Grove,2015,1642
Honey Grove,2016,1661
Honey Grove,2017,1683
Honey Grove,2018,1711
Honey Grove,2019,1737
Hooks,2010,2767
Hooks,2011,2755
Hooks,2012,2742
Hooks,2013,2762
Hooks,2014,2753
Hooks,2015,2744
Hooks,2016,2741
Hooks,2017,2738
Hooks,2018,2732
Hooks,2019,2712
Horizon City,2010,16945
Horizon City,2011,18285
Horizon City,2012,18892
Horizon City,2013,19109
Horizon City,2014,19385
Horizon City,2015,19280
Horizon City,2016,19306
Horizon City,2017,19451
Horizon City,2018,19591
Horizon City,2019,19642
Horseshoe Bay,2010,3514
Horseshoe Bay,2011,3450
Horseshoe Bay,2012,3461
Horseshoe Bay,2013,3515
Horseshoe Bay,2014,3551
Horseshoe Bay,2015,3630
Horseshoe Bay,2016,3754
Horseshoe Bay,2017,3861
Horseshoe Bay,2018,3955
Horseshoe Bay,2019,4024
Houston,2010,2100280
Houston,2011,2126032
Houston,2012,2161593
Houston,2013,2199391
Houston,2014,2241826
Houston,2015,2286908
Houston,2016,2309544
Houston,2017,2316750
Houston,2018,2318573
Houston,2019,2320268
Howardwick,2010,424
Howardwick,2011,420
Howardwick,2012,417
Howardwick,2013,407
Howardwick,2014,403
Howardwick,2015,401
Howardwick,2016,405
Howardwick,2017,396
Howardwick,2018,395
Howardwick,2019,393
Howe,2010,2605
Howe,2011,2595
Howe,2012,2604
Howe,2013,2611
Howe,2014,2620
Howe,2015,2808
Howe,2016,2866
Howe,2017,3077
Howe,2018,3311
Howe,2019,3346
Hubbard,2010,1425
Hubbard,2011,1429
Hubbard,2012,1413
Hubbard,2013,1371
Hubbard,2014,1364
Hubbard,2015,1359
Hubbard,2016,1365
Hubbard,2017,1382
Hubbard,2018,1393
Hubbard,2019,1406
Hudson,2010,4745
Hudson,2011,4797
Hudson,2012,4778
Hudson,2013,4784
Hudson,2014,4840
Hudson,2015,4893
Hudson,2016,4931
Hudson,2017,4962
Hudson,2018,4969
Hudson,2019,5005
Hudson Oaks,2010,1693
Hudson Oaks,2011,1726
Hudson Oaks,2012,1769
Hudson Oaks,2013,1859
Hudson Oaks,2014,1966
Hudson Oaks,2015,2115
Hudson Oaks,2016,2225
Hudson Oaks,2017,2335
Hudson Oaks,2018,2407
Hudson Oaks,2019,2479
Hughes Springs,2010,1754
Hughes Springs,2011,1738
Hughes Springs,2012,1723
Hughes Springs,2013,1741
Hughes Springs,2014,1744
Hughes Springs,2015,1745
Hughes Springs,2016,1738
Hughes Springs,2017,1729
Hughes Springs,2018,1723
Hughes Springs,2019,1709
Humble,2010,15149
Humble,2011,15312
Humble,2012,15502
Humble,2013,15567
Humble,2014,15679
Humble,2015,15728
Humble,2016,15709
Humble,2017,16060
Humble,2018,15989
Humble,2019,15824
Hunters Creek Village,2010,4383
Hunters Creek Village,2011,4457
Hunters Creek Village,2012,4542
Hunters Creek Village,2013,4610
Hunters Creek Village,2014,4691
Hunters Creek Village,2015,4761
Hunters Creek Village,2016,4800
Hunters Creek Village,2017,4843
Hunters Creek Village,2018,4861
Hunters Creek Village,2019,4869
Huntington,2010,2116
Huntington,2011,2131
Huntington,2012,2110
Huntington,2013,2097
Huntington,2014,2103
Huntington,2015,2116
Huntington,2016,2120
Huntington,2017,2113
Huntington,2018,2113
Huntington,2019,2111
Huntsville,2010,38752
Huntsville,2011,39587
Huntsville,2012,39588
Huntsville,2013,40073
Huntsville,2014,40372
Huntsville,2015,40718
Huntsville,2016,41101
Huntsville,2017,41735
Huntsville,2018,42164
Huntsville,2019,42241
Hurst,2010,37411
Hurst,2011,37779
Hurst,2012,38141
Hurst,2013,38409
Hurst,2014,38657
Hurst,2015,38926
Hurst,2016,39173
Hurst,2017,39160
Hurst,2018,38964
Hurst,2019,38655
Hutchins,2010,5340
Hutchins,2011,5640
Hutchins,2012,5578
Hutchins,2013,5691
Hutchins,2014,5753
Hutchins,2015,5720
Hutchins,2016,5601
Hutchins,2017,5712
Hutchins,2018,5704
Hutchins,2019,5866
Hutto,2010,16722
Hutto,2011,17821
Hutto,2012,18810
Hutto,2013,19773
Hutto,2014,21224
Hutto,2015,22824
Hutto,2016,24037
Hutto,2017,25383
Hutto,2018,26424
Hutto,2019,27947
Huxley,2010,380
Huxley,2011,384
Huxley,2012,390
Huxley,2013,389
Huxley,2014,384
Huxley,2015,381
Huxley,2016,384
Huxley,2017,380
Huxley,2018,382
Huxley,2019,382
Idalou,2010,2306
Idalou,2011,2315
Idalou,2012,2302
Idalou,2013,2309
Idalou,2014,2321
Idalou,2015,2326
Idalou,2016,2327
Idalou,2017,2311
Idalou,2018,2296
Idalou,2019,2308
Impact,2010,30
Impact,2011,30
Impact,2012,30
Impact,2013,30
Impact,2014,31
Impact,2015,31
Impact,2016,30
Impact,2017,30
Impact,2018,30
Impact,2019,30
Indian Lake,2010,645
Indian Lake,2011,658
Indian Lake,2012,670
Indian Lake,2013,674
Indian Lake,2014,682
Indian Lake,2015,686
Indian Lake,2016,694
Indian Lake,2017,842
Indian Lake,2018,848
Indian Lake,2019,854
Industry,2010,303
Industry,2011,305
Industry,2012,306
Industry,2013,306
Industry,2014,310
Industry,2015,316
Industry,2016,317
Industry,2017,319
Industry,2018,321
Industry,2019,325
Ingleside,2010,9326
Ingleside,2011,9319
Ingleside,2012,9439
Ingleside,2013,9543
Ingleside,2014,9600
Ingleside,2015,9657
Ingleside,2016,10417
Ingleside,2017,10292
Ingleside,2018,10218
Ingleside,2019,10192
Ingleside on the Bay,2010,613
Ingleside on the Bay,2011,611
Ingleside on the Bay,2012,616
Ingleside on the Bay,2013,623
Ingleside on the Bay,2014,630
Ingleside on the Bay,2015,633
Ingleside on the Bay,2016,622
Ingleside on the Bay,2017,616
Ingleside on the Bay,2018,614
Ingleside on the Bay,2019,607
Ingram,2010,1770
Ingram,2011,1770
Ingram,2012,1770
Ingram,2013,1773
Ingram,2014,1789
Ingram,2015,1799
Ingram,2016,1810
Ingram,2017,1824
Ingram,2018,1836
Ingram,2019,1850
Iola,2010,401
Iola,2011,402
Iola,2012,400
Iola,2013,402
Iola,2014,404
Iola,2015,411
Iola,2016,412
Iola,2017,416
Iola,2018,418
Iola,2019,424
Iowa Colony village,2010,1165
Iowa Colony village,2011,1184
Iowa Colony village,2012,1205
Iowa Colony village,2013,1225
Iowa Colony village,2014,1239
Iowa Colony village,2015,1269
Iowa Colony village,2016,1314
Iowa Colony village,2017,1365
Iowa Colony village,2018,1855
Iowa Colony village,2019,3233
Iowa Park,2010,6382
Iowa Park,2011,6324
Iowa Park,2012,6393
Iowa Park,2013,6404
Iowa Park,2014,6392
Iowa Park,2015,6321
Iowa Park,2016,6321
Iowa Park,2017,6325
Iowa Park,2018,6322
Iowa Park,2019,6339
Iraan,2010,1230
Iraan,2011,1240
Iraan,2012,1231
Iraan,2013,1235
Iraan,2014,1247
Iraan,2015,1267
Iraan,2016,1255
Iraan,2017,1205
Iraan,2018,1213
Iraan,2019,1222
Iredell,2010,340
Iredell,2011,339
Iredell,2012,336
Iredell,2013,331
Iredell,2014,328
Iredell,2015,330
Iredell,2016,332
Iredell,2017,337
Iredell,2018,342
Iredell,2019,342
Irving,2010,216859
Irving,2011,219859
Irving,2012,225748
Irving,2013,228943
Irving,2014,232584
Irving,2015,237201
Irving,2016,239898
Irving,2017,240608
Irving,2018,241424
Irving,2019,239798
Italy,2010,1877
Italy,2011,1881
Italy,2012,1874
Italy,2013,1873
Italy,2014,1884
Italy,2015,1895
Italy,2016,1913
Italy,2017,1931
Italy,2018,1931
Italy,2019,1923
Itasca,2010,1646
Itasca,2011,1643
Itasca,2012,1631
Itasca,2013,1608
Itasca,2014,1607
Itasca,2015,1619
Itasca,2016,1636
Itasca,2017,1679
Itasca,2018,1693
Itasca,2019,1733
Ivanhoe,2010,1427
Ivanhoe,2011,1421
Ivanhoe,2012,1410
Ivanhoe,2013,1412
Ivanhoe,2014,1406
Ivanhoe,2015,1405
Ivanhoe,2016,1409
Ivanhoe,2017,1413
Ivanhoe,2018,1427
Ivanhoe,2019,1436
Jacinto City,2010,10567
Jacinto City,2011,10639
Jacinto City,2012,10737
Jacinto City,2013,10773
Jacinto City,2014,10819
Jacinto City,2015,10799
Jacinto City,2016,10743
Jacinto City,2017,10680
Jacinto City,2018,10587
Jacinto City,2019,10466
Jacksboro,2010,4490
Jacksboro,2011,4499
Jacksboro,2012,4480
Jacksboro,2013,4463
Jacksboro,2014,4420
Jacksboro,2015,4412
Jacksboro,2016,4360
Jacksboro,2017,4363
Jacksboro,2018,4348
Jacksboro,2019,4384
Jacksonville,2010,14563
Jacksonville,2011,14586
Jacksonville,2012,14734
Jacksonville,2013,14680
Jacksonville,2014,14699
Jacksonville,2015,14761
Jacksonville,2016,14820
Jacksonville,2017,14817
Jacksonville,2018,14798
Jacksonville,2019,14815
Jamaica Beach,2010,990
Jamaica Beach,2011,994
Jamaica Beach,2012,1003
Jamaica Beach,2013,1010
Jamaica Beach,2014,1026
Jamaica Beach,2015,1039
Jamaica Beach,2016,1058
Jamaica Beach,2017,1075
Jamaica Beach,2018,1078
Jamaica Beach,2019,1079
Jarrell,2010,1040
Jarrell,2011,1069
Jarrell,2012,1092
Jarrell,2013,1096
Jarrell,2014,1142
Jarrell,2015,1217
Jarrell,2016,1395
Jarrell,2017,1577
Jarrell,2018,1670
Jarrell,2019,1832
Jasper,2010,7624
Jasper,2011,7782
Jasper,2012,7699
Jasper,2013,7653
Jasper,2014,7585
Jasper,2015,7537
Jasper,2016,7576
Jasper,2017,7586
Jasper,2018,7625
Jasper,2019,7551
Jayton,2010,533
Jayton,2011,532
Jayton,2012,540
Jayton,2013,509
Jayton,2014,482
Jayton,2015,489
Jayton,2016,493
Jayton,2017,500
Jayton,2018,480
Jayton,2019,502
Jefferson,2010,2095
Jefferson,2011,2088
Jefferson,2012,2055
Jefferson,2013,2040
Jefferson,2014,2023
Jefferson,2015,2013
Jefferson,2016,1990
Jefferson,2017,1976
Jefferson,2018,1931
Jefferson,2019,1915
Jersey Village,2010,7620
Jersey Village,2011,7698
Jersey Village,2012,7786
Jersey Village,2013,7861
Jersey Village,2014,7907
Jersey Village,2015,7911
Jersey Village,2016,7941
Jersey Village,2017,7942
Jersey Village,2018,7928
Jersey Village,2019,7890
Jewett,2010,1167
Jewett,2011,1176
Jewett,2012,1169
Jewett,2013,1159
Jewett,2014,1168
Jewett,2015,1190
Jewett,2016,1211
Jewett,2017,1211
Jewett,2018,1211
Jewett,2019,1220
Joaquin,2010,821
Joaquin,2011,830
Joaquin,2012,842
Joaquin,2013,838
Joaquin,2014,826
Joaquin,2015,815
Joaquin,2016,820
Joaquin,2017,807
Joaquin,2018,808
Joaquin,2019,805
Johnson City,2010,1656
Johnson City,2011,1703
Johnson City,2012,1708
Johnson City,2013,1755
Johnson City,2014,1843
Johnson City,2015,1947
Johnson City,2016,1992
Johnson City,2017,2023
Johnson City,2018,2079
Johnson City,2019,2131
Jolly,2010,171
Jolly,2011,169
Jolly,2012,167
Jolly,2013,166
Jolly,2014,166
Jolly,2015,166
Jolly,2016,164
Jolly,2017,165
Jolly,2018,165
Jolly,2019,163
Jones Creek village,2010,2062
Jones Creek village,2011,2063
Jones Creek village,2012,2065
Jones Creek village,2013,2063
Jones Creek village,2014,2076
Jones Creek village,2015,2070
Jones Creek village,2016,2069
Jones Creek village,2017,2081
Jones Creek village,2018,2086
Jones Creek village,2019,2077
Jonestown,2010,1825
Jonestown,2011,1896
Jonestown,2012,1963
Jonestown,2013,1986
Jonestown,2014,2014
Jonestown,2015,2035
Jonestown,2016,2057
Jonestown,2017,2072
Jonestown,2018,2072
Jonestown,2019,2105
Josephine,2010,801
Josephine,2011,841
Josephine,2012,909
Josephine,2013,994
Josephine,2014,1105
Josephine,2015,1132
Josephine,2016,1314
Josephine,2017,1631
Josephine,2018,1677
Josephine,2019,2094
Joshua,2010,6414
Joshua,2011,6394
Joshua,2012,6436
Joshua,2013,6419
Joshua,2014,6461
Joshua,2015,6525
Joshua,2016,7089
Joshua,2017,7809
Joshua,2018,7915
Joshua,2019,8101
Jourdanton,2010,3888
Jourdanton,2011,3935
Jourdanton,2012,4051
Jourdanton,2013,4102
